Candidate	Party	Rank	Gender	Norwegian	Ethnicity	Birth Year	Priority	County	Code	Municipality
Birkeland Tor Kristian	MDG	21	Male	Norsk		1981	No	Oslo	0301	Oslo
Endresen Siv 	MDG	22	Female	Norsk		1961	No	Oslo	0301	Oslo
Stafto Klaus 	MDG	23	Male	Non	German	1973	No	Oslo	0301	Oslo
Elvenes Alette 	MDG	24	Female	Norsk		1977	No	Oslo	0301	Oslo
Wesenberg C. F. 	MDG	25	Male	Norsk		1967	No	Oslo	0301	Oslo
Deacon Joanna 	MDG	26	Female	Norsk		1969	No	Oslo	0301	Oslo
Burkey Tormod Vaaland	MDG	27	Male	Norsk		1965	No	Oslo	0301	Oslo
Bendixen Gørild Beatrice 	MDG	28	Female	Norsk		1945	No	Oslo	0301	Oslo
Svensson Morten	MDG	29	Male	Norsk		1955	No	Oslo	0301	Oslo
Enger Elsa-Britt	MDG	30	Female	Norsk		1942	No	Oslo	0301	Oslo
Ullestad Jarand	MDG	31	Male	Norsk		1986	No	Oslo	0301	Oslo
Skaara Anne Brinch	MDG	32	Female	Norsk		1957	No	Oslo	0301	Oslo
Glomstein Mikkel Storm	MDG	33	Male	Norsk		1980	No	Oslo	0301	Oslo
Nesmoen Aina 	MDG	34	Female	Norsk		1974	No	Oslo	0301	Oslo
Borgen Hans A. 	MDG	35	Male	Norsk		1964	No	Oslo	0301	Oslo
Askeland Anja	MDG	36	Female	Norsk		1971	No	Oslo	0301	Oslo
Østervold Lasse	MDG	37	Male	Norsk		1966	No	Oslo	0301	Oslo
Schei Ingrid	MDG	38	Female	Norsk		1986	No	Oslo	0301	Oslo
Myklebust Benjamin	MDG	39	Male	Norsk		1981	No	Oslo	0301	Oslo
Gilbert Ida Marie Haugen	MDG	40	Female	Norsk		1981	No	Oslo	0301	Oslo
Fossum Carl-Magnus	MDG	41	Male	Norsk		1985	No	Oslo	0301	Oslo
Pedersen Ragnhild Marie 	MDG	42	Female	Norsk		1978	No	Oslo	0301	Oslo
Mangset Lars-Erik 	MDG	43	Male	Norsk		1981	No	Oslo	0301	Oslo
Alnes Kristina	MDG	44	Female	Norsk		1985	No	Oslo	0301	Oslo
Kann Jørgen	MDG	45	Male	Norsk		1986	No	Oslo	0301	Oslo
Toporowska Dorota	MDG	46	Female	Non	West Slavic	1980	No	Oslo	0301	Oslo
Hillesland Vidar	MDG	47	Male	Norsk		1971	No	Oslo	0301	Oslo
Rosenlund Therese	MDG	48	Female	Norsk		1973	No	Oslo	0301	Oslo
Downing Mikkelai 	MDG	49	Male	Non	West Slavic	1973	No	Oslo	0301	Oslo
Brekkli Nina 	MDG	50	Female	Norsk		1963	No	Oslo	0301	Oslo
Zimeri Sead	MDG	51	Male	Non	South Slavic	1975	No	Oslo	0301	Oslo
Frigård Monika	MDG	52	Female	Norsk		1974	No	Oslo	0301	Oslo
Brunstad Bjørn	MDG	53	Male	Norsk		1973	No	Oslo	0301	Oslo
Iversen Ragnhild	MDG	54	Female	Norsk		1979	No	Oslo	0301	Oslo
Heffermehl Fredrik S. 	MDG	55	Male	Norsk		1938	No	Oslo	0301	Oslo
Pålerud Rose Eleni 	MDG	56	Female	Norsk		1979	No	Oslo	0301	Oslo
Melli Alexander Thomas	MDG	57	Male	Norsk		1971	No	Oslo	0301	Oslo
Hagenhoff Marianne	MDG	58	Female	Norsk		1967	No	Oslo	0301	Oslo
Eriksen Thomas Hylland	MDG	59	Male	Norsk		1962	No	Oslo	0301	Oslo
Onsager Anni	MDG	60	Female	Norsk		1960	No	Oslo	0301	Oslo
Eggen Torgrim	MDG	61	Male	Norsk		1958	No	Oslo	0301	Oslo
Vik Turid 	MDG	62	Female	Norsk		1956	No	Oslo	0301	Oslo
Lillo-Stenberg Lars	MDG	63	Male	Norsk		1962	No	Oslo	0301	Oslo
Mittet Siri	MDG	64	Female	Norsk		1973	No	Oslo	0301	Oslo
Hågvar Sigmund	MDG	65	Male	Norsk		1944	No	Oslo	0301	Oslo
Hovde Jørgen	NKP	1	Male	Norsk		1986	No	Oslo	0301	Oslo
Gonzales Anne-Catherin 	NKP	2	Female	Non	Spanish	1990	No	Oslo	0301	Oslo
Brevig Fredrik Røe	NKP	3	Male	Norsk		1991	No	Oslo	0301	Oslo
Ekeland Katrine Kveset	NKP	4	Female	Norsk		1965	No	Oslo	0301	Oslo
Bustos Alfaro Mayo	NKP	5	Male	Non	Spanish	1956	No	Oslo	0301	Oslo
Bergseth Robin Utnes	NKP	6	Male	Norsk		1990	No	Oslo	0301	Oslo
Ulriksen Linda Charlotte	NKP	7	Female	Norsk		1970	No	Oslo	0301	Oslo
Brenden Steinar Åge	NKP	8	Male	Norsk		1948	No	Oslo	0301	Oslo
Solberg Robin Hans	NKP	9	Male	Norsk		1990	No	Oslo	0301	Oslo
Borander Martin 	NKP	10	Male	Norsk		1991	No	Oslo	0301	Oslo
Jokinen Hans Stefan	NKP	11	Male	Norsk		1968	No	Oslo	0301	Oslo
Hansen Hans Petter	NKP	12	Male	Norsk		1936	No	Oslo	0301	Oslo
Nag Martin Gunnar	NKP	13	Male	Norsk		1927	No	Oslo	0301	Oslo
Sæther Sven	NKP	14	Male	Norsk		1925	No	Oslo	0301	Oslo
Jørgensen Arne	NKP	15	Male	Norsk		1922	No	Oslo	0301	Oslo
Lonstad Einar Olaf	PP	1	Male	Norsk		1945	Yes	Oslo	0301	Oslo
Grønnevik Jorunn Marie	PP	2	Female	Norsk		1948	No	Oslo	0301	Oslo
Grønnevik Kjell Andreas	PP	3	Male	Norsk		1930	No	Oslo	0301	Oslo
Mikalsen Terje	PP	4	Male	Norsk		1959	No	Oslo	0301	Oslo
Larsen Torill Anita Gran	PP	5	Female	Norsk		1952	No	Oslo	0301	Oslo
Melenius Erling	PP	6	Male	Norsk		1935	No	Oslo	0301	Oslo
Sundene Jan Fredrik	PP	7	Male	Norsk		1949	No	Oslo	0301	Oslo
Kraft Berit	PP	8	Female	Norsk		1944	No	Oslo	0301	Oslo
Mathisen Carsten 	PP	9	Male	Norsk		1931	No	Oslo	0301	Oslo
Borg Anne-Mari 	PP	10	Female	Norsk		1944	No	Oslo	0301	Oslo
Thomassen Knut-Erik	PP	11	Male	Norsk		1946	No	Oslo	0301	Oslo
Bye Arne  	PP	12	Male	Norsk		1924	No	Oslo	0301	Oslo
Nygren Miriam	PP	13	Female	Norsk		1928	No	Oslo	0301	Oslo
Greiner Ingeborg	PP	14	Female	Norsk		1928	No	Oslo	0301	Oslo
Laine Ernst 	PP	15	Male	Norsk		1929	No	Oslo	0301	Oslo
Parma Brit	PP	16	Female	Norsk		1938	No	Oslo	0301	Oslo
Hartmann Per Otto Simon 	PP	17	Male	Norsk		1928	No	Oslo	0301	Oslo
Smaadal Svein Harald	PP	18	Male	Norsk		1941	No	Oslo	0301	Oslo
Erdal Aud Turid	PP	19	Female	Norsk		1948	No	Oslo	0301	Oslo
Øvergaard Jan Erik	PP	20	Male	Norsk		1940	No	Oslo	0301	Oslo
Placht Edel Margrete	PP	21	Female	Norsk		1943	No	Oslo	0301	Oslo
Solli Arnfinn Olav	PP	22	Male	Norsk		1934	No	Oslo	0301	Oslo
Sveen Astrid Beate	PP	23	Female	Norsk		1946	No	Oslo	0301	Oslo
Borglund Anders Wiggo	PP	24	Male	Norsk		1949	No	Oslo	0301	Oslo
Rung Ruth	PP	25	Female	Norsk		1937	No	Oslo	0301	Oslo
Pedersen Bjørn	PP	26	Male	Norsk		1937	No	Oslo	0301	Oslo
Laukholm Berit	PP	27	Female	Norsk		1937	No	Oslo	0301	Oslo
Unnli Erling	PP	28	Male	Norsk		1934	No	Oslo	0301	Oslo
Danielsen Kjell 	PP	29	Male	Norsk		1933	No	Oslo	0301	Oslo
Myhre Gunnar Egil	PP	30	Male	Norsk		1948	No	Oslo	0301	Oslo
Vaage Berit	PP	31	Female	Norsk		1933	No	Oslo	0301	Oslo
Sundt Laila Synnøve Jenssen	PP	32	Female	Norsk		1932	No	Oslo	0301	Oslo
Moxnes Bjørnar	R	1	Male	Norsk		1981	Yes	Oslo	0301	Oslo
Baltzersen Ingrid	R	2	Female	Norsk		1980	Yes	Oslo	0301	Oslo
Rezaee Reza 	R	3	Male	Non	Persian	1960	Yes	Oslo	0301	Oslo
Hagenau Helle	R	4	Female	Norsk		1965	Yes	Oslo	0301	Oslo
Rutle Elin Volder	R	5	Female	Norsk		1981	Yes	Oslo	0301	Oslo
Elster Morten	R	6	Male	Norsk		1986	Yes	Oslo	0301	Oslo
Østvik Elin	R	7	Female	Norsk		1986	Yes	Oslo	0301	Oslo
Leine Ragnar	R	8	Male	Norsk		1957	Yes	Oslo	0301	Oslo
Thathaal Sajjad 	R	9	Male	Non	Arabic	1974	Yes	Oslo	0301	Oslo
Halse Marit	R	10	Female	Norsk		1972	Yes	Oslo	0301	Oslo
Celius Kaisa	R	11	Female	Norsk		1991	No	Oslo	0301	Oslo
Fjeldstad Jokke 	R	12	Male	Norsk		1982	No	Oslo	0301	Oslo
Enayati Negar	R	13	Female	Non	Arabic	1987	No	Oslo	0301	Oslo
Svorstøl Olaf	R	14	Male	Norsk		1942	No	Oslo	0301	Oslo
Gulbrandsen Liv 	R	15	Female	Norsk		1974	No	Oslo	0301	Oslo
Aastebøl Iver 	R	16	Male	Norsk		1987	No	Oslo	0301	Oslo
Folkvord Jorunn	R	17	Female	Norsk		1973	No	Oslo	0301	Oslo
Skog Terje Sven 	R	18	Male	Norsk		1952	No	Oslo	0301	Oslo
Okpe Monica Nkechi	R	19	Female	Non	Nigerian	1969	No	Oslo	0301	Oslo
Delsett Andreas 	R	20	Male	Norsk		1984	No	Oslo	0301	Oslo
Rismyhr Maren	R	21	Female	Norsk		1947	No	Oslo	0301	Oslo
Herning Simen	R	22	Male	Norsk		1985	No	Oslo	0301	Oslo
Athari Zahir	R	23	Male	Non	Persian	1975	No	Oslo	0301	Oslo
Rweikiza Victoria	R	24	Female	Non	Tanzanian	1953	No	Oslo	0301	Oslo
Ellingvåg Roar	R	25	Male	Norsk		1960	No	Oslo	0301	Oslo
Aydar Seher	R	26	Female	Non	Arabic	1989	No	Oslo	0301	Oslo
Egeberg Bjørn Tore	R	27	Male	Norsk		1956	No	Oslo	0301	Oslo
Danielsen Marit 	R	28	Female	Norsk		1966	No	Oslo	0301	Oslo
Johnsen Lars 	R	29	Male	Norsk		1954	No	Oslo	0301	Oslo
Torkamanipour Amir 	R	30	Male	Non	Indian	1976	No	Oslo	0301	Oslo
Celius Kari	R	31	Female	Norsk		1959	No	Oslo	0301	Oslo
Salo Per Arne 	R	32	Male	Norsk		1952	No	Oslo	0301	Oslo
Lanz Ramirez Nelly D. 	R	33	Female	Non	Spanish	1971	No	Oslo	0301	Oslo
Nygård Jakob Pedersen	R	34	Male	Norsk		1993	No	Oslo	0301	Oslo
Berdahl Marijke	R	35	Female	Non	West Slavic	1981	No	Oslo	0301	Oslo
Røsjø Ellen	R	36	Female	Norsk		1957	No	Oslo	0301	Oslo
Hallem Sissel	R	37	Female	Norsk		1965	No	Oslo	0301	Oslo
Rolijordet Arne Herman	R	38	Male	Norsk		1951	No	Oslo	0301	Oslo
Lobo Mariette  	R	39	Female	Norsk		1963	No	Oslo	0301	Oslo
Strickert Jørgen	R	40	Male	Norsk		1980	No	Oslo	0301	Oslo
Nordby Trond 	R	41	Male	Norsk		1943	No	Oslo	0301	Oslo
Gulbrandsen Jorun Marie 	R	42	Female	Norsk		1948	No	Oslo	0301	Oslo
Fjellanger Runa	R	43	Female	Norsk		1992	No	Oslo	0301	Oslo
Ullmann Boye 	R	44	Male	Norsk		1954	No	Oslo	0301	Oslo
Farhad Ayser 	R	45	Female	Non	Persian	1969	No	Oslo	0301	Oslo
Rustad Unni 	R	46	Female	Norsk		1948	No	Oslo	0301	Oslo
Krogh Marianne Lange	R	47	Female	Norsk		1973	No	Oslo	0301	Oslo
Borgersrud Elling	R	48	Male	Norsk		1975	No	Oslo	0301	Oslo
Leraand Marielle	R	49	Female	Norsk		1974	No	Oslo	0301	Oslo
Werner Beret	R	50	Female	Norsk		1981	No	Oslo	0301	Oslo
Jørgensen Julie	R	51	Female	Norsk		1983	No	Oslo	0301	Oslo
Mugaas Guri	R	52	Female	Norsk		1976	No	Oslo	0301	Oslo
Aaby Eli	R	53	Female	Norsk		1955	No	Oslo	0301	Oslo
Slørdahl Sølvi	R	54	Female	Norsk		1950	No	Oslo	0301	Oslo
Folkvord Erling	R	55	Male	Norsk		1949	No	Oslo	0301	Oslo
Myhre Aslak Sira	R	56	Male	Norsk		1973	No	Oslo	0301	Oslo
Færevik Randi	R	57	Female	Norsk		1959	No	Oslo	0301	Oslo
Ødegaardshaugen Anka 	R	58	Female	Norsk		1961	No	Oslo	0301	Oslo
Raknerud Nils Amund	R	59	Male	Norsk		1949	No	Oslo	0301	Oslo
Borgen Ben 	R	60	Male	Norsk		1952	No	Oslo	0301	Oslo
Stabell Harald	R	61	Male	Norsk		1947	No	Oslo	0301	Oslo
Nærum Knut	R	62	Male	Norsk		1961	No	Oslo	0301	Oslo
Hillestad Margaret Eide	SP	1	Female	Norsk		1961	Yes	Oslo	0301	Oslo
Lahnstein Erik	SP	2	Male	Norsk		1972	Yes	Oslo	0301	Oslo
Kismul Ane Hansdatter	SP	3	Female	Norsk		1980	Yes	Oslo	0301	Oslo
Gjemble Lars	SP	4	Male	Norsk		1977	No	Oslo	0301	Oslo
Solbakken Hege 	SP	5	Female	Norsk		1972	No	Oslo	0301	Oslo
Ahmed Ibrahim Sheikh M	SP	6	Male	Non	Arabic	1979	No	Oslo	0301	Oslo
Storebø John Andre	SP	7	Male	Norsk		1987	No	Oslo	0301	Oslo
Krangnes Lars Rottem	SP	8	Male	Norsk		1979	No	Oslo	0301	Oslo
Halvorsen Anne Margrete	SP	9	Female	Norsk		1942	No	Oslo	0301	Oslo
Vårvik Kristian	SP	10	Male	Norsk		1951	No	Oslo	0301	Oslo
Størksen Ingvill	SP	11	Female	Norsk		1973	No	Oslo	0301	Oslo
Mehlum Aksel Torsnes	SP	12	Male	Norsk		1976	No	Oslo	0301	Oslo
Nordås Inger Johanne	SP	13	Female	Norsk		1955	No	Oslo	0301	Oslo
Felland Jarand	SP	14	Male	Norsk		1970	No	Oslo	0301	Oslo
Homlong Beate	SP	15	Female	Norsk		1965	No	Oslo	0301	Oslo
Blomsø Margrethe	SP	16	Female	Norsk		1985	No	Oslo	0301	Oslo
Anttila-Kvåle Hanna-Mari 	SP	17	Female	Norsk		1963	No	Oslo	0301	Oslo
Iljazi Kurtish	SP	18	Male	Non	Kurdish	1985	No	Oslo	0301	Oslo
Carlsson Camilla 	SP	19	Female	Norsk		1972	No	Oslo	0301	Oslo
Chaudhry Danny Ghazanfar	SP	20	Male	Non	Indian	1961	No	Oslo	0301	Oslo
Bartnes Lars Erik	SP	21	Male	Norsk		1978	No	Oslo	0301	Oslo
Beckmann Sjur 	SP	22	Male	Norsk		1958	No	Oslo	0301	Oslo
Bigum Inger	SP	23	Female	Norsk		1945	No	Oslo	0301	Oslo
Botnen Ingvar	SP	24	Male	Norsk		1950	No	Oslo	0301	Oslo
Brennekåsa Jon Hovde	SP	25	Male	Norsk		1962	No	Oslo	0301	Oslo
Dahle Kjell	SP	26	Male	Norsk		1952	No	Oslo	0301	Oslo
Edvardsen Dordi	SP	27	Female	Norsk		1931	No	Oslo	0301	Oslo
Edvardsen Morten G. 	SP	28	Male	Norsk		1982	No	Oslo	0301	Oslo
Einrem Børge	SP	29	Male	Norsk		1971	No	Oslo	0301	Oslo
Enge Anne Ingebjørg	SP	30	Female	Norsk		1949	No	Oslo	0301	Oslo
Fredriksen Hugo 	SP	31	Male	Norsk		1954	No	Oslo	0301	Oslo
Gjerde Magne	SP	32	Male	Norsk		1964	No	Oslo	0301	Oslo
Grastveit Håvard	SP	33	Male	Norsk		1984	No	Oslo	0301	Oslo
Gundersen Halvor Hartvig 	SP	34	Male	Norsk		1958	No	Oslo	0301	Oslo
Heslien Ingeborg	SP	35	Female	Norsk		1981	No	Oslo	0301	Oslo
Hetland Kjetil	SP	36	Male	Norsk		1977	No	Oslo	0301	Oslo
Hillestad Ingebjørg	SP	37	Female	Norsk		1929	No	Oslo	0301	Oslo
Kylstad Erling	SP	38	Male	Norsk		1941	No	Oslo	0301	Oslo
Lahnstein Geir	SP	39	Male	Norsk		1946	No	Oslo	0301	Oslo
Leirfall Anne Marie	SP	40	Female	Norsk		1945	No	Oslo	0301	Oslo
Lund Morten	SP	41	Male	Norsk		1945	No	Oslo	0301	Oslo
Lundstein Morten 	SP	42	Male	Norsk		1947	No	Oslo	0301	Oslo
Lyngstadaas Norvald 	SP	43	Male	Norsk		1929	No	Oslo	0301	Oslo
Musse Qaman Kalif	SP	44	Male	Non	Arabic	1981	No	Oslo	0301	Oslo
Nafstad Khadan 	SP	45	Female	Non	Trinidad	1984	No	Oslo	0301	Oslo
Ness Eldbjørg Irene	SP	46	Female	Norsk		1964	No	Oslo	0301	Oslo
Pettersen Marita Helen 	SP	47	Female	Norsk		1966	No	Oslo	0301	Oslo
Stuberg Lars Erik	SP	48	Male	Norsk		1983	No	Oslo	0301	Oslo
Sundsbø Svein	SP	49	Male	Norsk		1943	No	Oslo	0301	Oslo
Søberg Morten	SP	50	Male	Norsk		1969	No	Oslo	0301	Oslo
Unneberg Aslaug	SP	51	Female	Norsk		1934	No	Oslo	0301	Oslo
Wergeland Ingrid Elise 	SP	52	Female	Norsk		1955	No	Oslo	0301	Oslo
Woldu Lula	SP	53	Female	Non	Ethiopian	1972	No	Oslo	0301	Oslo
Østmoe Gina M Grønlien	SP	54	Female	Norsk		1982	No	Oslo	0301	Oslo
Aarrestad Unn	SP	55	Female	Norsk		1938	No	Oslo	0301	Oslo
Vårvik Dagfinn	SP	56	Male	Norsk		1924	No	Oslo	0301	Oslo
Eikemo Jon 	SP	57	Male	Norsk		1939	No	Oslo	0301	Oslo
Borgen Marianne	SV	1	Female	Norsk		1951	Yes	Oslo	0301	Oslo
Behring Andreas 	SV	2	Male	Norsk		1981	Yes	Oslo	0301	Oslo
Kutal Gülay	SV	3	Female	Non	Turkish	1963	Yes	Oslo	0301	Oslo
Farah Mohamed Hamsa	SV	4	Male	Non	Arabic	1983	Yes	Oslo	0301	Oslo
Reymert Ingvild 	SV	5	Female	Norsk		1984	Yes	Oslo	0301	Oslo
Johansen Ivar	SV	6	Male	Norsk		1950	Yes	Oslo	0301	Oslo
Dønhaug Trine	SV	7	Female	Norsk		1956	Yes	Oslo	0301	Oslo
Ataei Kaveh	SV	8	Male	Non	Persian	1980	Yes	Oslo	0301	Oslo
Maisey Hilde 	SV	9	Female	Norsk		1968	No	Oslo	0301	Oslo
Larsen Benjamin Endré	SV	10	Male	Norsk		1982	No	Oslo	0301	Oslo
Kaur Balwinder	SV	11	Female	Non	Indian	1954	No	Oslo	0301	Oslo
Akbari Ghannad Esmaeil	SV	12	Male	Non	Indian	1961	No	Oslo	0301	Oslo
Thorsen Anniken Harlem	SV	13	Female	Norsk		1942	No	Oslo	0301	Oslo
Raja Mohammad Iqbal	SV	14	Male	Non	Arabic	1959	No	Oslo	0301	Oslo
Saint-Pasteur Lourdes	SV	15	Female	Non	French	1962	No	Oslo	0301	Oslo
Strand Johansen Åsmund	SV	16	Male	Norsk		1981	No	Oslo	0301	Oslo
Krogh Nora 	SV	17	Female	Norsk		1981	No	Oslo	0301	Oslo
Schjørlien Kay Asbjørn 	SV	18	Male	Norsk		1982	No	Oslo	0301	Oslo
Østereng Trine	SV	19	Female	Norsk		1987	No	Oslo	0301	Oslo
Theodorsen Karin Beate	SV	20	Female	Norsk		1944	No	Oslo	0301	Oslo
Tallaksen Thomas	SV	21	Male	Norsk		1983	No	Oslo	0301	Oslo
Antonsen Stian 	SV	22	Male	Norsk		1984	No	Oslo	0301	Oslo
Glad Guri Pahle	SV	23	Female	Norsk		1943	No	Oslo	0301	Oslo
Pellerud Marius	SV	24	Male	Norsk		1979	No	Oslo	0301	Oslo
Spikkeland Lise	SV	25	Female	Norsk		1966	No	Oslo	0301	Oslo
Ahmed Ismail Ali	SV	26	Male	Non	Arabic	1946	No	Oslo	0301	Oslo
Ødegård Pernille 	SV	27	Female	Norsk		1974	No	Oslo	0301	Oslo
Ellingsen Arvid	SV	28	Male	Norsk		1969	No	Oslo	0301	Oslo
Tesdal Solveig	SV	29	Female	Norsk		1983	No	Oslo	0301	Oslo
Farah Said	SV	30	Male	Non	Arabic	1972	No	Oslo	0301	Oslo
Pleym Lill	SV	31	Female	Norsk		1951	No	Oslo	0301	Oslo
Jor Geirmund	SV	32	Male	Norsk		1956	No	Oslo	0301	Oslo
Soggiu Anna-Sabina 	SV	33	Female	Non	Italian	1980	No	Oslo	0301	Oslo
Berg Kenneth	SV	34	Male	Norsk		1980	No	Oslo	0301	Oslo
Salles Olivia	SV	35	Female	Norsk		1985	No	Oslo	0301	Oslo
Wasstøl Morten	SV	36	Male	Norsk		1972	No	Oslo	0301	Oslo
Eriksen Liv Jorunn 	SV	37	Female	Norsk		1942	No	Oslo	0301	Oslo
Kristoffersen Bjarne 	SV	38	Male	Norsk		1981	No	Oslo	0301	Oslo
Wærnes Mona	SV	39	Female	Norsk		1982	No	Oslo	0301	Oslo
Andersen Jan Olav	SV	40	Male	Norsk		1956	No	Oslo	0301	Oslo
Røvik Randi 	SV	41	Female	Norsk		1958	No	Oslo	0301	Oslo
Tinglum Andreas 	SV	42	Male	Norsk		1976	No	Oslo	0301	Oslo
Eidsvoll Sunniva Pettersen	SV	43	Female	Norsk		1983	No	Oslo	0301	Oslo
Dyrnes Joakim	SV	44	Male	Norsk		1983	No	Oslo	0301	Oslo
Halsaa Beatrice	SV	45	Female	Norsk		1947	No	Oslo	0301	Oslo
Larsen Martin Grüner	SV	46	Male	Norsk		1981	No	Oslo	0301	Oslo
Sandanger Gunnell 	SV	47	Female	Norsk		1975	No	Oslo	0301	Oslo
Lind Christian Børs	SV	48	Male	Norsk		1953	No	Oslo	0301	Oslo
Rellsve Åse	SV	49	Female	Norsk		1940	No	Oslo	0301	Oslo
Thangavel Premaraja	SV	50	Male	Non	Indian	1963	No	Oslo	0301	Oslo
Bjåland Tone 	SV	51	Female	Norsk		1959	No	Oslo	0301	Oslo
Rellsve Tom	SV	52	Male	Norsk		1938	No	Oslo	0301	Oslo
Ramadan Farah	SV	53	Female	Non	Arabic	1984	No	Oslo	0301	Oslo
Al-Samarai Mohamad	SV	54	Male	Non	Arabic	1952	No	Oslo	0301	Oslo
Lerberg Ellen 	SV	55	Female	Norsk		1964	No	Oslo	0301	Oslo
Luther Iren  Mari	SV	56	Female	Norsk		1967	No	Oslo	0301	Oslo
Østvold Per	SV	57	Male	Norsk		1949	No	Oslo	0301	Oslo
Elvestuen Ola	V	1	Male	Norsk		1967	Yes	Oslo	0301	Oslo
Berge Toril	V	2	Female	Norsk		1978	Yes	Oslo	0301	Oslo
Dørum Odd Einar	V	3	Male	Norsk		1943	Yes	Oslo	0301	Oslo
Fjellanger Guro	V	4	Female	Norsk		1964	Yes	Oslo	0301	Oslo
Ophaug Espen	V	5	Male	Norsk		1973	No	Oslo	0301	Oslo
Ferskaug Julianne	V	6	Female	Norsk		1990	No	Oslo	0301	Oslo
Bergsaker Anders Mathisen	V	7	Male	Norsk		1984	No	Oslo	0301	Oslo
Mohamud Seynab	V	8	Female	Non	Arabic	1978	No	Oslo	0301	Oslo
Rødningsby Audun	V	9	Male	Norsk		1979	No	Oslo	0301	Oslo
Elvestad Ingvill Stapnes	V	10	Female	Norsk		1982	No	Oslo	0301	Oslo
Herzog Christian Johan	V	11	Male	Norsk		1972	No	Oslo	0301	Oslo
Røkkum Naomi Ichihara	V	12	Female	Non	Japanese	1987	No	Oslo	0301	Oslo
Riekeles Haakon Peter	V	13	Male	Norsk		1986	No	Oslo	0301	Oslo
Havro Gøril Bjerkhol	V	14	Female	Norsk		1980	No	Oslo	0301	Oslo
Ringen Tone	V	15	Female	Norsk		1946	No	Oslo	0301	Oslo
Norum Kaare Reidar 	V	16	Male	Norsk		1932	No	Oslo	0301	Oslo
Ahmadi Hardi	V	17	Male	Non	Arabic	1979	No	Oslo	0301	Oslo
Almenning Kjartan	V	18	Male	Norsk		1979	No	Oslo	0301	Oslo
Alnæs Brigitte Andersen	V	19	Female	Norsk		1968	No	Oslo	0301	Oslo
Alnæs Jarl Wilhelm 	V	20	Male	Norsk		1967	No	Oslo	0301	Oslo
Andresen Tor Øistein	V	21	Male	Norsk		1988	No	Oslo	0301	Oslo
Arentz Matti Lucie	V	22	Female	Norsk		1972	No	Oslo	0301	Oslo
Bekkelund Martin	V	23	Male	Norsk		1977	No	Oslo	0301	Oslo
Bjercke Hallstein Braaten	V	24	Male	Norsk		1977	No	Oslo	0301	Oslo
Bjørgo Øyvind Norby	V	25	Male	Norsk		1986	No	Oslo	0301	Oslo
Bjørnøy John	V	26	Male	Norsk		1953	No	Oslo	0301	Oslo
Bjøro Terje	V	27	Male	Norsk		1951	No	Oslo	0301	Oslo
Brevig Gunnar Løchø 	V	28	Male	Norsk		1961	No	Oslo	0301	Oslo
Buverud Anna Olavsdotter Kolberg	V	29	Female	Norsk		1970	No	Oslo	0301	Oslo
Carlén Inge	V	30	Male	Norsk		1975	No	Oslo	0301	Oslo
Døssland May-Brith	V	31	Female	Norsk		1961	No	Oslo	0301	Oslo
Eritzland Kjetil Ottar 	V	32	Male	Norsk		1961	No	Oslo	0301	Oslo
Grande Trine Skei	V	33	Female	Norsk		1969	No	Oslo	0301	Oslo
Grønlie Mona Helene	V	34	Female	Norsk		1981	No	Oslo	0301	Oslo
Haug Liv Irene	V	35	Female	Norsk		1954	No	Oslo	0301	Oslo
Hedstein Alvhild	V	36	Female	Norsk		1966	No	Oslo	0301	Oslo
Heggedal Tom-Reiel	V	37	Male	Norsk		1974	No	Oslo	0301	Oslo
Hermansen Jorun Randi 	V	38	Female	Norsk		1941	No	Oslo	0301	Oslo
Hoem Randi Marie	V	39	Female	Norsk		1949	No	Oslo	0301	Oslo
Holtedahl Jan-Petter	V	40	Male	Norsk		1967	No	Oslo	0301	Oslo
Inglingstad Britt	V	41	Female	Norsk		1959	No	Oslo	0301	Oslo
Khan Mohammad Nawaz 	V	42	Male	Non	Persian	1981	No	Oslo	0301	Oslo
Kjos Ingeborg	V	43	Female	Norsk		1987	No	Oslo	0301	Oslo
Knudsen Kristen	V	44	Male	Norsk		1938	No	Oslo	0301	Oslo
Koksrud Anne Siri	V	45	Female	Norsk		1983	No	Oslo	0301	Oslo
Kornmo Tina Shagufta	V	46	Female	Norsk		1968	No	Oslo	0301	Oslo
Kvikne Jon Torstein 	V	47	Male	Norsk		1937	No	Oslo	0301	Oslo
Lunde Jens Petter	V	48	Male	Norsk		1949	No	Oslo	0301	Oslo
Lunde Liselotte	V	49	Female	Norsk		1985	No	Oslo	0301	Oslo
Mesicek Jan	V	50	Male	Norsk		1975	No	Oslo	0301	Oslo
Molandsveen Sverre	V	51	Male	Norsk		1973	No	Oslo	0301	Oslo
Olsen Randi	V	52	Female	Norsk		1959	No	Oslo	0301	Oslo
Ouren Ragnhild	V	53	Female	Norsk		1981	No	Oslo	0301	Oslo
Sandal Jon Julius	V	54	Male	Norsk		1969	No	Oslo	0301	Oslo
Sandbu Natasza P.	V	55	Female	Non	West Slavic	1950	No	Oslo	0301	Oslo
Seeberg Astrid Charlotte	V	56	Female	Norsk		1960	No	Oslo	0301	Oslo
Sjøflot Benedicte I. Brynsrud	V	57	Female	Norsk		1993	No	Oslo	0301	Oslo
Skaugen Aud Krogh	V	58	Female	Norsk		1954	No	Oslo	0301	Oslo
Skjeggestad Sunniva Rebekka 	V	59	Female	Norsk		1991	No	Oslo	0301	Oslo
